NIVEL_ADMINISTRATIVO,GEO_COD,GEO_COD_DSG,POP_RESIDENTE_M,POP_RESIDENTE_F,POP_PRESENTE_M,POP_PRESENTE_F,POP_ATIVA_M,POP_ATIVA_F,POP_EMPREGADA_M,POP_EMPREGADA_F,POP_DESEMPREGADA_M,POP_DESEMPREGADA_F,TAXA_DESEMPREGO_M,TAXA_DESEMPREGO_F,POP_EMPREGADA_SET_PRIMARIO,POP_EMPREGADA_SET_SECUNDARIO,POP_EMPREGADA_SET_TERCIARIO,POP_DESEMPREGADA_PROC_1_EMP_M,POP_DESEMPREGADA_PROC_1_EMP_F,POP_DESEMPREGADA_PROC_NOVO_EMP_M,POP_DESEMPREGADA_PROC_NOVO_EMP_F,DENSIDADE_TOTAL,DENSIDADE_TOTAL_M,DENSIDADE_TOTAL_F,IDADE_MEDIA,M_0_14,M_15_24,M_25_64,M_65_74,M_75,F_0_14,F_15_24,F_25_64,F_65_74,F_75,COD_DISTRITO_INE,COD_CONCELHO_INE,COD_FREGUESIA_INE
6,10903,Canedo,2921,3123,2806,3059,1559,1261,1383,1001,176,260,11.289,20.619,25,1234,1125,17,37,159,223,205.80000000000001,99.5,106.3,37.909999999999997,584,349,1694,160,134,524,357,1801,231,210,1,15,151
6,10910,Guisande,615,622,607,611,324,249,291,215,33,34,10.185,13.654999999999999,12,254,240,6,3,27,31,281.39999999999998,139.90000000000001,141.5,41.719999999999999,93,98,332,60,32,77,71,354,61,59,1,15,158
6,10922,Romariz,1484,1539,1436,1503,769,656,701,590,68,66,8.843,10.061,18,780,493,7,14,61,52,272.80000000000001,133.90000000000001,138.90000000000001,40.909999999999997,249,197,825,135,78,207,208,825,156,143,1,15,169
6,40305,Castanheiro,189,238,174,227,68,47,62,39,6,8,8.8239999999999998,17.021000000000001,28,27,46,1,3,5,5,31.300000000000001,13.800000000000001,17.399999999999999,50.009999999999998,19,19,95,29,27,24,18,115,39,42,5,68,1053
6,40313,Pinhal do Norte,125,138,118,133,58,37,57,33,1,4,1.724,10.811,54,11,25,0,2,1,2,15.6,7.4000000000000004,8.1999999999999993,56.32,6,9,57,27,26,5,11,64,27,31,5,68,1061
6,40401,Fornos,104,102,104,102,19,13,19,13,0,0,0,0,4,11,17,0,0,0,0,7.2000000000000002,3.6000000000000001,3.6000000000000001,59.560000000000002,8,2,36,32,26,5,3,38,26,30,5,69,1068
6,40910,Larinho,184,181,187,184,78,59,65,42,13,17,16.667000000000002,28.814,15,26,66,1,1,12,16,12.4,6.2000000000000002,6.0999999999999996,54.700000000000003,16,14,87,32,35,13,13,77,27,51,5,74,1203
6,41001,Assares,69,72,58,70,39,23,35,16,4,7,10.256,30.434999999999999,11,18,22,0,4,4,3,41.5,20.300000000000001,21.199999999999999,45.350000000000001,9,8,38,8,6,11,4,40,10,7,5,75,1211
6,41018,Vilarinho das Azenhas,51,58,49,55,17,9,15,8,2,1,11.765000000000001,11.111000000000001,6,9,8,2,0,0,1,7.7000000000000002,3.6000000000000001,4.0999999999999996,57.609999999999999,2,2,21,15,11,3,6,23,12,14,5,75,1228
6,91403,Cedovim,162,176,155,167,82,39,74,38,8,1,9.7560000000000002,2.5640000000000001,42,28,42,3,1,5,0,10.5,5.0999999999999996,5.5,51.140000000000001,12,21,83,21,25,16,12,79,27,42,10,148,2143
6,170113,Santa Eugénia,165,168,158,169,62,25,59,18,3,7,4.8390000000000004,28,25,26,26,0,1,3,6,36.399999999999999,18.100000000000001,18.399999999999999,54.909999999999997,14,9,80,32,30,15,5,75,31,42,19,269,3633
6,170808,Poiares,373,429,414,423,167,145,155,136,12,9,7.1859999999999999,6.2069999999999999,101,50,140,5,3,7,6,65.200000000000003,30.300000000000001,34.899999999999999,46.890000000000001,53,37,196,43,44,52,39,208,62,68,19,276,3774
6,171006,Paradela de Guiães,47,56,46,54,17,10,16,9,1,1,5.8819999999999997,10,13,2,10,0,1,1,0,10.800000000000001,5,5.9000000000000004,60.039999999999999,2,3,26,7,9,2,3,20,13,18,19,278,3791
6,171104,Fornelos,120,121,116,117,58,40,53,34,5,6,8.6210000000000004,15,25,14,48,1,1,4,5,49.100000000000001,24.5,24.699999999999999,51.020000000000003,13,17,63,7,20,4,10,62,16,29,19,279,3803
6,171415,Mateus,1624,1776,1553,1732,876,929,816,850,60,79,6.8490000000000002,8.5039999999999996,30,200,1436,13,19,47,60,821.5,392.39999999999998,429.10000000000002,37.740000000000002,340,169,963,88,64,284,182,1061,98,151,19,282,3873
6,171428,Vila Cova,75,87,73,86,23,19,18,15,5,4,21.739000000000001,21.053000000000001,0,12,21,1,1,4,3,23.399999999999999,10.9,12.6,53.140000000000001,4,7,38,19,7,4,8,43,14,18,19,282,3883
6,180119,Vila Seca,200,226,174,200,97,64,90,53,7,11,7.2160000000000002,17.187999999999999,40,32,71,2,3,5,8,36.799999999999997,17.300000000000001,19.5,49.759999999999998,24,26,92,28,30,23,23,100,25,55,20,283,3907
6,180703,Arcozelos,320,354,309,354,149,112,128,87,21,25,14.093999999999999,22.321000000000002,14,45,156,3,10,18,15,71,33.700000000000003,37.299999999999997,42.619999999999997,55,41,169,31,24,45,47,178,40,44,20,289,3998
6,180717,Sarzedo,73,89,73,89,28,11,28,10,0,1,0,9.0909999999999993,14,7,17,0,1,0,0,32.5,14.6,17.800000000000001,47.229999999999997,5,10,41,11,6,10,9,38,16,16,20,289,4012
6,181802,Carregal,176,217,171,214,67,38,58,25,9,13,13.433,34.210999999999999,15,29,39,4,4,5,9,18.899999999999999,8.5,10.5,50.450000000000003,19,14,80,40,23,20,24,90,47,36,20,300,4139
6,181808,Fonte Arcada,127,143,126,142,54,43,43,33,11,10,20.370000000000001,23.256,16,15,45,2,4,9,6,23.899999999999999,11.199999999999999,12.6,51.539999999999999,12,8,59,26,22,17,11,58,28,29,20,300,4145
6,182004,Mondim da Beira,383,403,296,336,202,139,198,120,4,19,1.98,13.669,29,69,220,0,1,4,18,111,54.100000000000001,56.899999999999999,41.399999999999999,63,63,196,39,22,52,40,230,46,35,20,302,4175
6,40105,Ferradosa,68,92,69,87,20,13,16,12,4,1,20,7.6920000000000002,7,5,16,1,0,3,1,10,4.2000000000000002,5.7000000000000002,59.710000000000001,2,3,29,16,18,6,6,27,29,24,5,66,984
6,40116,Vales,42,36,42,36,15,7,15,5,0,2,0,28.571000000000002,4,7,9,0,0,0,2,11.5,6.2000000000000002,5.2999999999999998,57,4,3,18,5,12,2,2,11,10,11,5,66,995
6,40227,Parada,243,264,234,259,74,40,66,30,8,10,10.811,25,22,19,55,1,3,7,7,13.9,6.7000000000000002,7.2999999999999998,55.030000000000001,12,19,118,48,46,18,20,117,58,51,5,67,1028
6,40236,Rebordãos,254,292,248,286,90,89,80,77,10,12,11.111000000000001,13.483000000000001,23,20,114,1,2,9,10,20.800000000000001,9.6999999999999993,11.1,48.659999999999997,32,22,121,32,47,34,31,132,39,56,5,67,1037
6,40510,Cortiços,147,149,145,145,47,22,47,22,0,0,0,0,22,17,30,0,0,0,0,12.199999999999999,6.0999999999999996,6.0999999999999996,54.590000000000003,11,14,70,20,32,12,10,65,26,36,5,70,1083
6,40514,Ferreira,94,100,94,98,26,7,25,5,1,2,3.8460000000000001,28.571000000000002,14,8,8,0,1,1,1,9.9000000000000004,4.7999999999999998,5.0999999999999996,52.530000000000001,11,9,38,25,11,12,7,34,29,18,5,70,1087
6,40525,Podence,113,137,120,133,31,36,23,26,8,10,25.806000000000001,27.777999999999999,9,2,38,7,7,1,3,17.300000000000001,7.7999999999999998,9.5,53.960000000000001,7,10,47,28,21,13,13,51,35,25,5,70,1098
6,40536,Vilarinho de Agrochão,109,126,110,126,52,22,52,21,0,1,0,4.5449999999999999,37,18,18,0,1,0,0,17,7.9000000000000004,9.0999999999999996,51.780000000000001,8,12,53,17,19,10,12,57,26,21,5,70,1109
6,40613,São Martinho de Angueira,148,159,142,154,41,23,38,20,3,3,7.3170000000000002,13.042999999999999,9,6,43,2,0,1,3,8.4000000000000004,4,4.2999999999999998,62.840000000000003,6,2,66,35,39,5,4,48,44,58,5,71,1125
6,40617,Águas Vivas,84,79,75,72,45,25,40,22,5,3,11.111000000000001,12,22,18,22,1,1,4,2,17,8.8000000000000007,8.1999999999999993,49.609999999999999,3,13,42,12,14,2,15,38,14,10,5,71,1112
6,40707,Barcel,59,67,56,63,27,10,26,9,1,1,3.7039999999999997,10,19,3,13,0,0,1,1,14.9,7,7.9000000000000004,56.43,3,4,29,13,10,5,2,31,12,17,5,72,1135
6,40711,Carvalhais,642,657,620,635,298,258,258,216,40,42,13.423,16.279,22,93,359,7,13,33,29,58.899999999999999,29.100000000000001,29.800000000000001,42.719999999999999,67,112,336,78,49,88,90,350,67,62,5,72,1139
6,40729,Sucçães,270,304,261,298,110,71,95,62,15,9,13.635999999999999,12.676,28,43,86,0,3,15,6,15.9,7.5,8.4000000000000004,52.189999999999998,25,23,141,45,36,16,30,134,59,65,5,72,1157
6,40819,Tó,74,80,70,73,39,22,35,20,4,2,10.256,9.0909999999999993,19,12,24,1,1,3,1,6.5,3.1000000000000001,3.3999999999999999,49.469999999999999,2,5,46,9,12,11,10,33,13,13,5,73,1184
6,40822,Vale da Madre,85,71,86,70,51,30,47,26,4,4,7.843,13.333,10,24,39,2,1,2,3,13.5,7.4000000000000004,6.0999999999999996,49.210000000000001,2,12,53,11,7,3,5,37,13,13,5,73,1187
6,41201,Agrochão,146,134,137,124,45,27,41,26,4,1,8.8889999999999993,3.7039999999999997,18,20,29,0,0,4,1,16,8.4000000000000004,7.7000000000000002,57.380000000000003,11,6,69,29,31,8,6,49,39,32,5,77,1244
6,41202,Alvaredos,29,33,29,33,7,2,4,1,3,1,42.856999999999999,50,0,2,3,0,0,3,1,8.4000000000000004,3.8999999999999999,4.5,64.319999999999993,,,10,11,8,,2,11,9,11,5,77,1245
6,41204,Celas,144,125,154,135,18,21,18,21,0,0,0,0,12,5,22,0,0,0,0,7.0999999999999996,3.7999999999999998,3.2999999999999998,49.770000000000003,14,16,76,19,19,6,14,69,12,24,5,77,1247
6,41205,Curopos,95,117,90,114,34,23,28,16,6,7,17.646999999999998,30.434999999999999,7,9,28,2,3,4,4,9.6999999999999993,4.4000000000000004,5.4000000000000004,55.490000000000002,6,5,50,17,17,5,10,53,15,34,5,77,1248
6,41211,Moimenta,90,78,86,73,33,23,24,20,9,3,27.273,13.042999999999999,11,7,26,0,0,9,3,10.300000000000001,5.5,4.7999999999999998,52.799999999999997,12,9,39,13,17,6,6,32,15,19,5,77,1254
6,41225,Travanca,57,57,52,53,22,15,19,13,3,2,13.635999999999999,13.333,9,9,14,0,0,3,2,9.0999999999999996,4.5999999999999996,4.5999999999999996,52.030000000000001,3,5,24,13,12,8,4,26,11,8,5,77,1268
6,170332,São Julião de Montenegro,133,147,133,145,53,40,45,30,8,10,15.093999999999999,25,21,14,40,3,8,5,2,19.199999999999999,9.0999999999999996,10.1,52.280000000000001,8,15,65,24,21,9,15,64,29,30,19,271,3689
6,170337,Soutelinho da Raia,75,75,67,68,28,18,25,17,3,1,10.714,5.556,14,5,23,1,0,2,1,17.5,8.8000000000000007,8.8000000000000007,54.909999999999997,4,6,38,15,12,3,6,32,16,18,19,271,3694
6,170618,Negrões,80,97,78,95,29,19,25,14,4,5,13.792999999999999,26.315999999999999,10,15,14,2,2,2,3,8.5999999999999996,3.8999999999999999,4.7000000000000002,51.020000000000003,10,8,32,18,12,7,7,49,14,20,19,274,3739
6,170629,Sarraquinhos,140,154,141,152,62,31,60,29,2,2,3.226,6.452,48,11,30,0,1,2,1,8.8000000000000007,4.2000000000000002,4.5999999999999996,51.119999999999997,12,14,75,18,21,15,13,70,19,37,19,274,3749
6,170703,Fiolhoso,220,232,239,258,69,44,60,35,9,9,13.042999999999999,20.454999999999998,9,32,54,0,3,9,6,27.899999999999999,13.6,14.300000000000001,53.119999999999997,27,18,108,35,32,13,16,108,45,50,19,275,3759
6,170709,Vilares,105,98,103,96,37,18,29,16,8,2,21.622,11.111000000000001,12,12,21,3,0,5,2,14.4,7.5,7,49.539999999999999,8,16,54,14,13,7,10,51,14,16,19,275,3765
6,171207,Carrazedo de Montenegro,787,833,759,809,345,221,310,167,35,54,10.145,24.434000000000001,96,85,296,11,22,24,32,55.700000000000003,27.100000000000001,28.600000000000001,47.880000000000003,108,72,405,103,99,78,73,421,115,146,19,280,3816
6,171225,Sonim,134,139,139,140,45,25,36,15,9,10,20,40,15,10,26,3,9,6,1,25.399999999999999,12.5,13,55.049999999999997,9,10,63,30,22,8,14,62,23,32,19,280,3834
6,171228,Valpaços,2116,2423,2023,2344,1005,945,906,804,99,141,9.8509999999999991,14.920999999999999,91,308,1311,20,37,79,104,134.80000000000001,62.899999999999999,72,42.259999999999998,333,247,1147,221,168,377,249,1259,247,291,19,280,3837
6,10101,Agadão,173,200,169,199,86,56,77,54,9,2,10.465,3.5709999999999997,12,71,48,0,0,9,2,9.5,4.4000000000000004,5.0999999999999996,48.329999999999998,15,14,95,21,28,26,15,102,28,29,1,1,1
6,10115,Recardães,1720,1834,1603,1751,900,853,824,759,76,94,8.4440000000000008,11.02,10,737,836,14,15,62,79,472,228.40000000000001,243.59999999999999,41.359999999999999,266,199,983,173,99,241,200,1060,181,152,1,1,16
6,10116,Segadães,567,602,540,580,321,286,289,250,32,36,9.9689999999999994,12.587,4,254,281,6,10,26,26,210.19999999999999,102,108.3,39.609999999999999,89,68,343,38,29,98,69,333,52,50,1,1,17
6,10305,Avelãs de Cima,1080,1105,1041,1072,515,420,472,395,43,25,8.3499999999999996,5.952,47,423,397,6,6,37,19,53.899999999999999,26.600000000000001,27.199999999999999,46.200000000000003,145,107,569,131,128,136,98,548,143,180,1,3,34
6,10313,Vilarinho do Bairro,1322,1442,1271,1411,629,532,577,472,52,60,8.2669999999999995,11.278,90,346,613,13,19,39,41,108.09999999999999,51.700000000000003,56.399999999999999,49.159999999999997,149,120,686,193,174,122,132,698,240,250,1,3,43
6,11701,Cedrim,404,430,380,417,214,167,198,148,16,19,7.4770000000000003,11.377000000000001,21,162,163,2,3,14,16,89.099999999999994,43.200000000000003,46,44.380000000000003,53,34,234,44,39,59,40,226,55,50,1,17,180
6,11804,Gafanha da Boa Hora,1264,1361,1214,1328,645,591,562,501,83,90,12.868,15.228,70,364,629,14,12,69,78,70.5,34,36.600000000000001,38.32,224,178,666,134,62,237,188,710,133,93,1,18,192
6,60314,Lamarosa,1003,1066,949,1038,503,420,439,376,64,44,12.724,10.475999999999999,12,228,575,7,7,57,37,127.09999999999999,61.600000000000001,65.5,42.880000000000003,159,103,558,98,85,140,99,588,117,122,7,91,1492
6,60510,Quiaios,1413,1488,1354,1427,680,640,614,566,66,74,9.7059999999999995,11.563000000000001,11,431,738,8,12,58,62,62.5,30.5,32.100000000000001,45.729999999999997,191,150,763,170,139,132,145,824,196,191,7,93,1529
6,61009,Santo Varão,936,1033,892,1022,486,498,457,446,29,52,5.9669999999999996,10.442,12,122,769,2,10,27,42,166.19999999999999,79,87.200000000000003,40.450000000000003,169,97,518,73,79,173,81,563,98,118,7,98,1564
6,61303,Friúmes,303,342,281,332,130,118,120,111,10,7,7.6920000000000002,5.9320000000000004,23,59,149,1,2,9,5,43.799999999999997,20.600000000000001,23.199999999999999,47.399999999999999,45,32,149,34,43,39,24,166,49,64,7,101,1602
6,61509,Soure,3778,4139,3586,4009,1727,1570,1582,1387,145,183,8.3960000000000008,11.656000000000001,89,624,2256,21,30,124,153,85.799999999999997,40.899999999999999,44.799999999999997,46.009999999999998,541,346,2022,461,408,454,365,2147,522,651,7,103,1625
6,100914,Marrazes,10746,11782,9972,11192,5961,6156,5362,5397,599,759,10.048999999999999,12.329000000000001,84,2878,7797,101,141,498,618,1177.7,561.79999999999995,615.89999999999998,38.060000000000002,2013,1295,6132,835,471,1874,1264,7032,904,708,11,157,2240
6,100927,Memória,367,440,344,426,139,127,132,116,7,11,5.0359999999999996,8.6609999999999996,7,109,132,3,7,4,4,72.200000000000003,32.799999999999997,39.399999999999999,50.450000000000003,42,38,173,54,60,43,45,167,74,111,11,157,2241
6,101002,Vieira de Leiria,2774,3071,2624,2944,1231,1265,1093,1122,138,143,11.210000000000001,11.304,21,713,1481,22,33,116,110,135.90000000000001,64.5,71.400000000000006,44.109999999999999,428,281,1512,319,234,393,301,1629,357,391,11,158,2254
6,101513,Vermoil,1273,1383,1200,1317,604,469,554,409,50,60,8.2780000000000005,12.792999999999999,33,423,507,10,11,40,49,122.7,58.799999999999997,63.899999999999999,44.32,200,143,641,136,153,195,131,670,221,166,11,163,2291
6,101604,Arrimal,396,378,384,367,201,113,190,103,11,10,5.4729999999999999,8.8499999999999996,20,140,133,4,3,7,7,41.899999999999999,21.5,20.5,40.5,78,48,200,41,29,69,30,193,48,38,11,164,2296
6,60109,Folques,166,190,157,194,62,47,57,46,5,1,8.0649999999999995,2.1280000000000001,3,31,69,2,0,3,1,19.399999999999999,9,10.4,57.049999999999997,9,14,77,23,43,16,9,73,29,63,7,89,1447
6,60110,Moura da Serra,58,57,55,54,15,7,13,7,2,0,13.333,0,5,9,6,0,0,2,0,8.9000000000000004,4.5,4.4000000000000004,61.079999999999998,1,2,26,17,12,3,1,20,19,14,7,89,1448
6,60901,Lamas,396,442,374,427,192,172,173,155,19,17,9.8960000000000008,9.8840000000000003,5,80,243,2,1,17,16,53.5,25.300000000000001,28.199999999999999,45.539999999999999,49,44,225,46,32,57,27,237,69,52,7,97,1550
6,61201,Cabril,110,121,107,118,35,19,31,18,4,1,11.429,5.2629999999999999,1,19,29,1,0,3,1,6.5999999999999996,3.1000000000000001,3.3999999999999999,58.710000000000001,6,7,53,15,29,7,5,44,17,48,7,100,1590
6,61209,Unhais-o-Velho,224,234,220,235,83,69,76,55,7,14,8.4339999999999993,20.289999999999999,4,45,82,0,4,7,10,11.6,5.7000000000000002,5.9000000000000004,54.340000000000003,14,14,124,43,29,11,10,114,48,51,7,100,1598
6,61606,Espariz,314,319,314,299,135,128,122,103,13,25,9.6300000000000008,19.530999999999999,8,105,112,2,7,11,18,65.599999999999994,32.5,33,45.850000000000001,38,38,164,37,37,37,29,175,31,47,7,104,1634
6,61607,Meda de Mouros,106,107,97,104,49,32,45,29,4,3,8.1630000000000003,9.375,5,22,47,1,0,3,3,28,13.9,14.1,49.979999999999997,11,8,57,7,23,9,12,50,15,21,7,104,1635
6,61702,Lavegadas,93,111,91,107,39,28,30,25,9,3,23.077000000000002,10.714,2,22,31,1,1,8,2,18.100000000000001,8.3000000000000007,9.9000000000000004,52.200000000000003,6,7,51,14,15,10,9,54,13,25,7,105,1645
6,160134,Arcos De Valdevez (São Salvador),499,580,473,565,264,276,239,248,25,28,9.4700000000000006,10.145,5,99,383,3,5,22,23,1739.8,804.60000000000002,935.20000000000005,41.810000000000002,72,68,280,41,38,74,71,297,63,75,18,259,3335
6,160204,Arga de São João,26,35,26,35,11,8,11,8,0,0,0,0,5,6,8,0,0,0,0,5.2999999999999998,2.2999999999999998,3,55.390000000000001,3,4,10,5,4,2,,13,7,13,18,260,3385
6,160210,Gondar,98,124,89,121,47,42,40,40,7,2,14.894,4.7620000000000005,3,35,42,3,0,4,2,40.299999999999997,17.800000000000001,22.5,45.25,12,13,51,11,11,11,15,61,20,17,18,260,3391
6,160214,Riba de Âncora,324,399,291,375,169,125,151,107,18,18,10.651,14.4,17,74,167,2,5,16,13,84.599999999999994,37.899999999999999,46.700000000000003,46.619999999999997,35,41,189,33,26,35,31,231,40,62,18,260,3395
6,160318,Vila,711,849,704,839,341,338,305,293,36,45,10.557,13.314,24,108,466,10,14,26,31,840.10000000000002,382.89999999999998,457.19999999999999,42.090000000000003,117,86,363,81,64,113,117,414,93,112,18,261,3419
6,160520,Rubiães,242,270,239,262,103,73,94,64,9,9,8.7379999999999995,12.329000000000001,13,69,76,1,0,8,9,56.399999999999999,26.699999999999999,29.699999999999999,48.409999999999997,27,22,123,44,26,28,28,121,44,49,18,263,3472
6,160621,Vila Chã (São João Baptista),222,262,209,252,78,44,66,41,12,3,15.385,6.8179999999999996,4,42,61,0,1,12,2,33.799999999999997,15.5,18.300000000000001,49.520000000000003,26,21,113,36,26,22,19,122,54,45,18,264,3497
6,160721,Fontão,524,577,510,569,291,234,271,203,20,31,6.8730000000000002,13.247999999999999,18,189,267,4,5,16,26,228.19999999999999,108.59999999999999,119.59999999999999,42.090000000000003,91,58,286,51,38,81,58,308,60,70,18,265,3519
6,160732,Moreira do Lima,415,454,391,443,201,146,183,124,18,22,8.9550000000000001,15.068,30,131,146,0,6,18,16,86.5,41.299999999999997,45.200000000000003,43.640000000000001,70,56,204,46,39,61,39,228,63,63,18,265,3530
6,160748,Vilar das Almas,173,201,171,196,65,53,55,40,10,13,15.385,24.527999999999999,11,49,35,3,2,7,11,80,37,43,45.329999999999998,28,15,85,28,17,29,20,93,28,31,18,265,3546
6,160810,Sanfins,85,78,86,75,38,13,33,12,5,1,13.157999999999999,7.6920000000000002,1,24,20,0,0,5,1,19.800000000000001,10.300000000000001,9.5,41.149999999999999,17,7,43,11,7,12,7,37,14,8,18,266,3559
6,160921,Moreira de Geraz do Lima,283,314,278,299,147,121,131,100,16,21,10.884,17.355,8,112,111,4,3,12,18,170.40000000000001,80.799999999999997,89.599999999999994,40.810000000000002,54,29,152,28,20,51,31,160,39,33,18,267,3586
6,160927,Portela Susã,270,327,257,319,121,119,113,101,8,18,6.6120000000000001,15.125999999999999,11,123,80,3,2,5,16,166.40000000000001,75.299999999999997,91.200000000000003,42.719999999999999,45,29,140,30,26,50,33,169,34,41,18,267,3592
6,160938,Vila de Punhe,1083,1190,1008,1163,526,454,472,370,54,84,10.266,18.501999999999999,8,402,432,9,20,45,64,377.19999999999999,179.69999999999999,197.5,43.43,155,127,602,120,79,140,145,621,149,135,18,267,3601
6,161013,Sopo,271,286,250,274,135,111,128,102,7,9,5.1849999999999996,8.1080000000000005,9,123,98,0,0,7,9,37.600000000000001,18.300000000000001,19.300000000000001,46.659999999999997,39,33,141,34,24,26,26,139,44,51,18,268,3618
6,30106,Caldelas,406,466,389,450,206,172,180,130,26,42,12.621,24.419,10,67,233,5,8,21,34,211.30000000000001,98.400000000000006,112.90000000000001,45.340000000000003,50,38,234,51,33,43,63,239,66,55,4,53,472
6,30205,Airó,454,459,423,446,248,206,235,178,13,28,5.242,13.592000000000001,7,212,194,2,11,11,17,302,150.19999999999999,151.80000000000001,37.869999999999997,88,69,254,26,17,61,75,250,38,35,4,54,493
6,30224,Cossourado,402,423,364,408,215,162,192,143,23,19,10.698,11.728,15,182,138,6,6,17,13,128.09999999999999,62.399999999999999,65.700000000000003,40.399999999999999,63,57,216,36,30,69,45,218,47,44,4,54,516
6,10929,Travanca,1083,1159,1037,1124,569,498,502,402,67,96,11.775,19.277000000000001,4,370,530,21,21,46,75,477.60000000000002,230.69999999999999,246.90000000000001,39.979999999999997,179,149,609,88,58,182,138,636,114,89,1,15,176
6,11302,Cesar,1565,1601,1499,1574,883,794,810,718,73,76,8.2669999999999995,9.5719999999999992,4,971,553,9,16,64,60,581.89999999999998,287.69999999999999,294.30000000000001,40.450000000000003,245,182,914,118,106,242,157,929,138,135,1,12,116
6,11307,Madail,406,403,394,391,243,198,228,185,15,13,6.173,6.5659999999999998,8,242,163,3,2,12,11,384.10000000000002,192.80000000000001,191.40000000000001,40.340000000000003,71,48,235,27,25,54,44,227,38,40,1,12,120
6,11903,Cepelos,633,680,589,642,297,223,282,206,15,17,5.0510000000000002,7.6230000000000002,20,290,178,3,5,12,12,69.400000000000006,33.399999999999999,35.899999999999999,46.780000000000001,72,83,328,74,76,55,78,343,106,98,1,19,201
6,11905,Junqueira,510,557,472,533,224,177,211,157,13,20,5.8040000000000003,11.298999999999999,34,172,162,2,4,11,16,59.200000000000003,28.300000000000001,30.899999999999999,47.32,65,58,245,72,70,57,63,266,72,99,1,19,203
6,40301,Amedo,145,157,143,154,51,21,45,17,6,4,11.765000000000001,19.047999999999998,22,14,26,1,2,5,2,24.699999999999999,11.9,12.800000000000001,45.079999999999998,22,19,70,18,16,17,22,69,23,26,5,68,1049
6,40314,Pombal,148,176,146,162,57,31,54,29,3,2,5.2629999999999999,6.452,34,12,37,2,0,1,2,19.300000000000001,8.8000000000000007,10.5,54.82,5,15,74,26,28,15,15,65,34,47,5,68,1062
6,40319,Zedes,78,82,76,81,32,16,28,9,4,7,12.5,43.75,9,12,16,0,2,4,5,14.300000000000001,7,7.2999999999999998,51.710000000000001,9,5,41,12,11,4,9,39,13,17,5,68,1067
6,40402,Freixo de Espada à Cinta,1057,1131,1056,1122,488,430,441,372,47,58,9.6310000000000002,13.488,133,121,559,22,16,25,42,29.300000000000001,14.1,15.1,44.719999999999999,168,114,542,118,115,152,103,538,148,190,5,69,1069
6,40903,Cabeça Boa,216,212,220,217,98,58,92,55,6,3,6.1219999999999999,5.1719999999999997,48,43,56,2,1,4,2,16.199999999999999,8.1999999999999993,8,49.289999999999999,21,17,116,27,35,22,17,103,36,34,5,74,1196
6,41003,Candoso,72,86,65,81,35,21,34,15,1,6,2.8570000000000002,28.571000000000002,5,13,31,0,3,1,3,22.199999999999999,10.1,12.1,49.460000000000001,3,7,46,9,7,10,7,42,7,20,5,75,1213
6,41016,Valtorno,114,146,121,151,50,37,46,28,4,9,8,24.324000000000002,20,19,35,1,3,3,6,18.800000000000001,8.3000000000000007,10.6,50.659999999999997,19,4,57,14,20,14,9,65,24,34,5,75,1226
6,170107,Favaios,508,556,499,554,253,194,236,181,17,13,6.7190000000000003,6.7009999999999996,99,126,192,4,6,13,7,49.600000000000001,23.699999999999999,25.899999999999999,46.539999999999999,61,44,287,73,43,69,46,279,78,84,19,269,3627
6,170402,Cidadelhe,85,86,81,83,36,19,34,18,2,1,5.556,5.2629999999999999,18,14,20,0,1,2,0,66.099999999999994,32.799999999999997,33.200000000000003,50.560000000000002,7,11,41,12,14,9,5,37,15,20,19,272,3708
6,170801,Covelinhas,111,111,112,114,49,35,48,31,1,4,2.0409999999999999,11.429,37,14,28,0,1,1,3,50.399999999999999,25.199999999999999,25.199999999999999,47.609999999999999,14,15,54,15,13,10,11,53,17,20,19,276,3767
6,171007,Paços,363,399,334,377,163,137,144,109,19,28,11.656000000000001,20.437999999999999,59,58,136,3,5,16,23,44.600000000000001,21.199999999999999,23.399999999999999,44.299999999999997,54,43,179,43,44,54,46,188,50,61,19,278,3789
6,171014,Torre do Pinhão,167,175,165,173,74,41,56,35,18,6,24.324000000000002,14.634,22,18,51,5,2,13,4,23.399999999999999,11.4,12,49,17,18,85,28,19,16,15,78,44,22,19,278,3798
6,171102,Cumieira,536,610,504,590,236,203,215,183,21,20,8.8979999999999997,9.8520000000000003,79,102,217,3,4,18,16,103.5,48.399999999999999,55.100000000000001,46.210000000000001,67,64,289,63,53,71,49,312,77,101,19,279,3801
6,171402,Adoufe,1044,1111,1012,1068,513,474,441,416,72,58,14.035,12.236000000000001,16,184,657,19,13,53,45,134.30000000000001,65.099999999999994,69.200000000000003,40.759999999999998,184,134,555,98,73,167,125,606,108,105,19,282,3860
6,171404,Arroios,540,577,530,562,265,266,244,239,21,27,7.9249999999999998,10.15,11,76,396,6,9,15,18,386.30000000000001,186.80000000000001,199.59999999999999,40.159999999999997,84,78,302,49,27,86,59,338,57,37,19,282,3862
6,171405,Borbela,1257,1395,1204,1374,648,628,579,573,69,55,10.648,8.7579999999999991,31,235,886,8,16,61,39,222.09999999999999,105.3,116.8,40.869999999999997,188,146,725,134,64,207,136,781,151,120,19,282,3863
6,171412,Lamares,172,179,169,176,75,69,65,55,10,14,13.333,20.289999999999999,11,25,84,3,3,7,11,40.399999999999999,19.800000000000001,20.600000000000001,44.259999999999998,27,14,102,18,11,28,11,94,23,23,19,282,3870
