,COD_ACIDENTE,DISTRITO,LATITUDE,LONGITUDE,VIA,KM,QT_FLIGEIROS,QT_FGRAVES,QT_MORTOS,QT_VIAS_SENTIDO,VEL_LIM_LOCAL,BERMA_VIA,CONDICAO_ADERENCIA,FAIXA_RODAGEM,FATOR_ATMOSFERICO,INTERSECAO_VIA,LOCALIZACAO,LUMINOSIDADE,PERFIL_VIA,PLANTA_VIA,SITUACAO_ACIDENTE,TIPO_NATUREZA,DIA_SEMANA,FLAG_FERIADO,QT_VEICULOS,COD_FREGUESIA,DATA,HORA,GRAVIDADE,ERA_DIA,MAU_TEMPO,ESTRADA_SECA,DENSIDADE_TOTAL,COD_DISTRITO_INE,COD_CONCELHO_INE,COD_FREGUESIA_INE,TOTAL
26531,2008333649,Braga,41.584379999999996,-8.310527,EN103,52.0,1,0,0,1.0,80,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,3,8,2008-07-23,16,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26543,2007271119,Braga,41.600381,-8.367842,ER205-4,2.8,3,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Aurora ou crepúsculo,Em patamar,Curva,Em plena via,Despiste,DOMINGO      ,0,1,8,2007-01-14,7,ligeiro,Nao,Nao,Sim,21.5,1,1,8,639
26565,2009398976,Braga,41.585303,-8.304681,EN103,52.52,0,2,0,2.0,70,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,8,2009-06-05,16,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26585,2011514783,Braga,41.590901,-8.491703999999999,ER205,37.3,1,0,0,1.0,50,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,Em cruzamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,8,2010-12-06,9,ligeiro,Sim,Sim,Nao,21.5,1,1,8,639
26606,2013663324,Braga,41.618194,-8.75538,EN103,2.7,2,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,SÁBADO       ,0,2,8,2012-11-01,12,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26614,2011512451,Braga,41.588021000000005,-8.735222,EN103,6.95,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Despiste,TERÇA-FEIRA  ,0,1,8,2010-12-26,0,ligeiro,Nao,Nao,Sim,21.5,1,1,8,639
26666,2008328357,Braga,41.51599,-8.625119,EN103,21.15,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,QUINTA-FEIRA ,0,2,8,2008-05-04,12,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26675,2008320942,Braga,41.594994,-8.483407000000001,ER205,38.13,1,0,0,1.0,50,Berma pavimentada,Com água acumulada na faixa de rodagem,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Na berma,Despiste,SEXTA-FEIRA  ,0,1,8,2008-03-15,7,ligeiro,Sim,Sim,Nao,21.5,1,1,8,639
26676,2008334056,Braga,41.571047,-8.13879,ER205,81.2,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Na berma,Despiste,SEGUNDA-FEIRA,0,1,8,2008-07-26,18,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26700,2008341698,Braga,41.608928999999996,-8.740397999999999,EN103,4.5,4,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,8,2008-09-05,16,ligeiro,Sim,Sim,Nao,21.5,1,1,8,639
26709,2008302183,Braga,41.511208,-8.615495,A11,11.9,1,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,8,2007-11-27,11,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26736,2010428206,Braga,41.583954999999996,-8.502875999999999,ER205,36.0,2,0,0,1.0,50,Sem berma ou impraticável,Húmido,Dois sentidos,Chuva,Em entroncamento,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,8,2009-11-22,14,ligeiro,Sim,Sim,Nao,21.5,1,1,8,639
26737,2010433762,Braga,41.735401,-8.214630999999999,EN307,40.0,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Curva,Na berma,Despiste,SÁBADO       ,0,1,8,2009-12-02,23,ligeiro,Nao,Sim,Nao,21.5,1,1,8,639
26742,2010441965,Braga,41.586315,-8.497301,ER205,36.6,1,0,0,1.0,80,Berma pavimentada,Húmido,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Curva,Em plena via,Despiste,QUARTA-FEIRA ,0,1,8,2010-01-31,5,ligeiro,Nao,Sim,Nao,21.5,1,1,8,639
26750,2009387554,Braga,41.584205,-8.503942,ER205,35.9,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Atropelamento,TERÇA-FEIRA  ,0,1,8,2009-05-24,8,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26753,2009400489,Braga,41.586248,-8.302973,EN103,52.7,1,0,0,2.0,90,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Despiste,SÁBADO       ,0,1,8,2009-07-18,18,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26757,2009373800,Braga,41.615733,-8.748622,EN103,3.4,2,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,8,2009-04-23,15,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26767,2009409484,Braga,41.608751,-8.74039,EN103,4.52,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,8,2009-08-29,16,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26776,2007300608,Braga,41.600728000000004,-8.74005,EN103,5.44,3,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,8,2007-11-07,16,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26781,2010491514,Braga,41.603651,-8.741067,EN103,5.1,3,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,3,8,2010-09-05,18,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26784,2010464640,Braga,41.484097,-7.978258,EN205,106.58,6,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,8,2010-05-23,0,ligeiro,Nao,Nao,Sim,21.5,1,1,8,639
26793,2008329270,Braga,41.601034999999996,-8.367066000000001,ER205-4,2.7,2,0,0,1.0,50,Sem berma ou impraticável,Húmido,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,1,2,8,2008-05-22,7,ligeiro,Sim,Sim,Nao,21.5,1,1,8,639
26801,2009400501,Braga,41.595901,-8.738437,EN103,6.0,3,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,DOMINGO      ,0,3,8,2009-07-19,20,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26808,2010482526,Braga,41.602421,-8.36032,ER205-4,2.1,1,1,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,8,2010-08-24,16,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26813,2008323898,Braga,41.615638,-8.748034,EN103,3.45,3,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em via de aceleração,Dentro das localidades,Aurora ou crepúsculo,Com inclinação,Curva,Em plena via,Colisão,SÁBADO       ,0,4,8,2008-04-30,19,ligeiro,Nao,Nao,Sim,21.5,1,1,8,639
26822,2009355929,Braga,41.484487,-7.979389,EN205,106.47,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Atropelamento,SEGUNDA-FEIRA,0,1,8,2009-01-08,18,ligeiro,Nao,Nao,Sim,21.5,1,1,8,639
26827,2009351458,Braga,41.584604,-8.317323,EN103,51.4,2,0,0,2.0,70,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,SEXTA-FEIRA  ,0,1,8,2008-12-19,15,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26828,2011500385,Braga,41.584432,-8.498908,ER205,36.35,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,QUINTA-FEIRA ,0,2,8,2010-10-26,11,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26833,2010491513,Braga,41.599779999999996,-8.739728,EN103,5.55,4,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,8,2010-09-05,9,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26840,2012618141,Braga,41.603651,-8.741067,EN103,5.1,2,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,8,2012-05-28,10,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26841,2010442378,Braga,41.476715999999996,-7.969157000000001,EN205,107.75,1,0,0,1.0,50,Berma pavimentada,Húmido,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,8,2010-01-30,12,ligeiro,Sim,Nao,Nao,21.5,1,1,8,639
26852,2008337495,Braga,41.476483,-7.980827000000001,EN206,75.8,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,8,2008-08-08,19,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26861,2010441948,Braga,41.618583,-8.755472,EN103,2.66,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,No passeio,Despiste,DOMINGO      ,0,1,8,2010-01-17,20,ligeiro,Nao,Sim,Nao,21.5,1,1,8,639
26863,2010456106,Braga,41.595901,-8.738437,EN103,6.0,1,0,0,1.0,50,Berma pavimentada,Húmido,Sentido único,Chuva,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Em plena via,Colisão,SÁBADO       ,0,2,8,2010-04-06,21,ligeiro,Nao,Sim,Nao,21.5,1,1,8,639
26864,2010460592,Braga,41.601933,-8.740459,EN103,5.3,2,0,0,1.0,50,Berma não pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Curva,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,8,2010-04-03,19,ligeiro,Nao,Sim,Nao,21.5,1,1,8,639
26875,2008307912,Braga,41.600381,-8.367842,ER205-4,2.8,1,0,0,2.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Em plena via,Atropelamento,QUARTA-FEIRA ,0,1,8,2008-01-21,18,ligeiro,Nao,Nao,Sim,21.5,1,1,8,639
26878,2007300145,Braga,41.583954999999996,-8.502875999999999,ER205,36.0,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,8,2007-10-20,15,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26892,2007282907,Braga,41.588909,-8.297211,EN103,53.27,1,0,0,1.0,30,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,4,8,2007-05-19,16,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26900,2008304483,Braga,41.384632,-8.531630999999999,EN14,24.95,2,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,3,8,2007-12-05,18,ligeiro,Nao,Sim,Nao,21.5,1,1,8,639
26931,2012628092,Braga,41.597193,-8.738869000000001,EN103,5.85,5,0,0,1.0,50,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, sem iluminação",Em patamar,Recta,Em plena via,Despiste,QUINTA-FEIRA ,1,1,8,2012-06-10,1,ligeiro,Nao,Sim,Nao,21.5,1,1,8,639
26941,2007281944,Braga,41.584657,-8.307047,EN103,52.3,1,0,0,1.0,90,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Despiste,QUINTA-FEIRA ,0,1,8,2007-05-05,7,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
26946,2011567895,Braga,41.593847,-8.485713,ER205,37.9,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,4,8,2011-09-02,9,ligeiro,Sim,Sim,Nao,21.5,1,1,8,639
26961,2009409737,Braga,41.608090000000004,-8.353583,ER205-4,1.25,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Na berma,Despiste,TERÇA-FEIRA  ,0,1,8,2009-08-12,3,ligeiro,Nao,Nao,Sim,21.5,1,1,8,639
26999,2009387178,Braga,41.370069,-8.542697,EN14,23.1,2,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SÁBADO       ,0,2,8,2009-05-16,19,ligeiro,Sim,Sim,Nao,21.5,1,1,8,639
27022,2011527211,Braga,41.584689000000004,-8.307871,EN103,52.23,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,8,2011-03-20,11,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
27026,2011544968,Braga,41.515085,-8.623128,EN103,21.35,2,1,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,8,2011-06-04,22,ligeiro,Nao,Nao,Sim,21.5,1,1,8,639
27034,2011542673,Braga,41.373012,-8.542274,EN14,23.4,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, sem iluminação",Com inclinação,Recta,Em plena via,Despiste,QUINTA-FEIRA ,0,1,8,2011-07-26,1,ligeiro,Nao,Nao,Sim,21.5,1,1,8,639
27044,2012600616,Braga,41.493269,-8.337835,ER310,12.63,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,8,2012-02-20,10,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
27046,2010463477,Braga,41.510571999999996,-8.616357,A11,11.8,1,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Em patamar,Recta,Em plena via,Despiste,QUARTA-FEIRA ,0,1,8,2010-05-02,5,ligeiro,Nao,Nao,Sim,21.5,1,1,8,639
27058,2010433032,Braga,41.587759000000005,-8.495963,ER205,36.8,3,0,0,2.0,50,Sem berma ou impraticável,"Com gelo, geada ou neve",Sentido único,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,SÁBADO       ,0,2,8,2009-12-19,9,ligeiro,Sim,Nao,Nao,21.5,1,1,8,639
27091,2007300583,Braga,41.591149,-8.491207000000001,ER205,37.35,1,0,0,1.0,80,Berma não pavimentada,Seco e limpo,NÃO DEFINIDO,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Na berma,Despiste,SEGUNDA-FEIRA,0,1,8,2007-11-07,15,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
27092,2009399779,Braga,41.494863,-8.3365,ER310,12.4,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Despiste,QUARTA-FEIRA ,0,1,8,2009-07-27,13,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
27109,2007287111,Braga,41.387192999999996,-8.528613,EN14,25.3,2,0,0,1.0,50,Berma pavimentada,Húmido,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,8,2007-06-18,10,ligeiro,Sim,Sim,Nao,21.5,1,1,8,639
27118,2010463496,Braga,41.588324,-8.735659,EN103,6.9,2,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Em patamar,Recta,Em plena via,Despiste,QUARTA-FEIRA ,0,1,8,2010-05-02,3,ligeiro,Nao,Nao,Sim,21.5,1,1,8,639
27119,2008333671,Braga,41.615864,-8.74981,EN103,3.3,2,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,8,2008-07-26,11,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
27134,2008304750,Braga,41.482913,-8.347147,EN101,105.2,1,0,0,1.0,50,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,NÃO DEFINIDO,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,8,2007-12-07,12,ligeiro,Sim,Sim,Nao,21.5,1,1,8,639
27136,2012583123,Braga,41.603651,-8.741067,EN103,5.1,2,0,0,1.0,50,Berma não pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, sem iluminação",Com inclinação,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,8,2011-11-18,19,ligeiro,Nao,Sim,Nao,21.5,1,1,8,639
27139,2007280313,Braga,41.586248,-8.302973,EN103,52.7,1,0,0,1.0,90,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,3,8,2007-04-30,14,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
27152,2008322760,Braga,41.736878000000004,-8.215725,EN307,39.77,0,1,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,NÃO DEFINIDO,Curva,Em plena via,Colisão,QUINTA-FEIRA ,0,2,8,2008-04-06,16,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
27153,2011562092,Braga,41.595345,-8.482702,ER205,38.2,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Despiste,SÁBADO       ,0,1,8,2011-08-25,17,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
27162,2012626705,Braga,41.607734,-8.353945,ER205-4,1.3,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Na berma,Despiste,SÁBADO       ,0,1,8,2012-06-23,9,ligeiro,Sim,Nao,Sim,21.5,1,1,8,639
27210,2007287838,Braga,41.544857,-8.438325,EN14,38.47,2,1,1,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,3,24,2007-07-07,22,grave,Nao,Nao,Sim,185.6,1,2,24,5621
27211,2007289760,Braga,41.623209,-8.208536,EN103,63.9,1,0,0,2.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Despiste,SÁBADO       ,0,1,24,2007-07-31,7,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27212,2007291330,Braga,41.623776,-8.212085,EN103,63.6,1,1,1,1.0,50,Sem berma ou impraticável,Húmido,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, sem iluminação",Com inclinação,Curva,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,24,2007-08-14,20,grave,Nao,Sim,Nao,185.6,1,2,24,5621
27229,2008323763,Braga,41.619523,-8.22953,EN103,61.87,3,0,0,1.0,90,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,TERÇA-FEIRA  ,0,3,24,2008-04-21,14,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27243,2009355871,Braga,41.623416999999996,-8.213192999999999,EN103,63.5,1,0,0,1.0,50,Sem berma ou impraticável,Húmido,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Curva,Em plena via,Colisão,DOMINGO      ,1,2,24,2009-01-01,1,ligeiro,Nao,Sim,Nao,185.6,1,2,24,5621
27247,2008344036,Braga,41.624313,-8.637694999999999,ER204,13.6,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Sentido único,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Em Lomba,Recta,Em plena via,Colisão,QUINTA-FEIRA ,1,2,24,2008-10-05,11,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27250,2009357505,Braga,41.629509999999996,-8.637955,ER204,13.0,1,0,0,1.0,50,Sem berma ou impraticável,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Despiste,SEXTA-FEIRA  ,0,1,24,2009-01-22,11,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27254,2009351494,Braga,41.621434,-8.226564,EN103,62.3,5,0,0,2.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,24,2008-12-29,13,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
27267,2009383141,Braga,41.623416999999996,-8.213192999999999,EN103,63.5,1,0,0,2.0,60,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Com inclinação,Curva,Em plena via,Despiste,SEGUNDA-FEIRA,1,1,24,2009-05-01,23,ligeiro,Nao,Nao,Sim,185.6,1,2,24,5621
27268,2009389502,Braga,41.663297,-8.409521,EN308,38.23,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Atropelamento,SEXTA-FEIRA  ,0,1,24,2009-06-13,15,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27269,2009409321,Braga,41.623025,-8.214286999999999,EN103,63.4,2,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Aurora ou crepúsculo,Em patamar,Recta,Em plena via,Despiste,TERÇA-FEIRA  ,0,1,24,2009-08-29,6,ligeiro,Nao,Nao,Sim,185.6,1,2,24,5621
27270,2009417643,Braga,41.424556,-8.244327,EN101,119.15,0,2,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Atropelamento,DOMINGO      ,0,1,24,2009-09-03,17,ligeiro,Sim,Nao,Sim,185.6,1,2,24,5621
27285,2010456084,Braga,41.423259,-8.241714,EN101,119.5,2,0,0,1.0,50,Berma pavimentada,Húmido,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Na berma,Despiste,SEGUNDA-FEIRA,1,1,24,2010-04-02,11,ligeiro,Sim,Sim,Nao,185.6,1,2,24,5621
