,COD_ACIDENTE,DISTRITO,LATITUDE,LONGITUDE,VIA,KM,QT_FLIGEIROS,QT_FGRAVES,QT_MORTOS,QT_VIAS_SENTIDO,VEL_LIM_LOCAL,BERMA_VIA,CONDICAO_ADERENCIA,FAIXA_RODAGEM,FATOR_ATMOSFERICO,INTERSECAO_VIA,LOCALIZACAO,LUMINOSIDADE,PERFIL_VIA,PLANTA_VIA,SITUACAO_ACIDENTE,TIPO_NATUREZA,DIA_SEMANA,FLAG_FERIADO,QT_VEICULOS,COD_FREGUESIA,DATA,HORA,GRAVIDADE,ERA_DIA,MAU_TEMPO,ESTRADA_SECA,DENSIDADE_TOTAL,COD_DISTRITO_INE,COD_CONCELHO_INE,COD_FREGUESIA_INE,TOTAL
42749,2010456108,Braga,41.550989,-8.782842,EN(d)13,46.5,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Em cruzamento,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,12,2010-04-14,23,ligeiro,Nao,Sim,Nao,10.9,1,1,12,84
42754,2010456979,Braga,41.438023,-8.498869000000001,EN14,33.24,3,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,12,2010-04-26,15,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42758,2010447099,Braga,41.562839000000004,-8.785457000000001,EN(d)13,47.85,0,2,1,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, sem iluminação",Em patamar,Recta,Em plena via,Despiste,QUINTA-FEIRA ,0,1,12,2010-02-07,1,grave,Nao,Nao,Sim,10.9,1,1,12,84
42760,2010446594,Braga,41.448242,-8.491539999999999,A3,34.4,2,0,0,2.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Com inclinação,Curva,Em plena via,Despiste,QUARTA-FEIRA ,0,1,12,2010-02-23,22,ligeiro,Nao,Sim,Nao,10.9,1,1,12,84
42765,2010438503,Braga,41.753113,-8.422715,EN101,63.6,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Na berma,Despiste,SEXTA-FEIRA  ,0,1,12,2010-01-16,13,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
42778,2010486961,Braga,41.546046000000004,-8.782449,EN(d)13,45.95,3,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,12,2010-08-03,15,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42787,2010468103,Braga,41.448277000000004,-8.491502,A3,34.4,1,0,2,2.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Aurora ou crepúsculo,Com inclinação,Curva,Em plena via,Despiste,DOMINGO      ,0,1,12,2010-06-08,19,grave,Nao,Sim,Nao,10.9,1,1,12,84
42794,2010477687,Braga,41.560790999999995,-8.784187,EN(d)13,47.6,1,0,0,1.0,30,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Atropelamento,SEGUNDA-FEIRA,0,1,12,2010-07-13,14,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42798,2010479428,Braga,41.569922,-8.789083999999999,EN(d)13,48.7,2,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,2,12,2010-07-18,21,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
42812,2011500351,Braga,41.438005,-8.4989,EN14,33.23,2,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,SÁBADO       ,0,2,12,2010-10-16,15,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42819,2011505915,Braga,41.444762,-8.492897,A3,33.98,1,0,0,2.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,QUINTA-FEIRA ,0,2,12,2010-11-12,7,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
42835,2011523818,Braga,41.44538,-8.494434,EN14,34.1,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SÁBADO       ,0,2,12,2011-02-13,10,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
42836,2011523827,Braga,41.750828000000006,-8.422703,EN101,63.86,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,12,2011-02-27,15,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42838,2011523835,Braga,41.561201000000004,-8.78444,EN(d)13,47.65,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Atropelamento,SÁBADO       ,0,1,12,2011-02-19,12,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42839,2011523871,Braga,41.447471,-8.493528999999999,EN14,34.33,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,12,2011-02-15,18,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
42840,2011527184,Braga,41.441644000000004,-8.496061,EN14,33.7,3,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,4,12,2011-03-25,10,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42841,2011527190,Braga,41.541063,-8.782058000000001,EN(d)13,45.4,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,12,2011-03-28,18,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
42843,2011519199,Braga,41.546949,-8.782518,EN(d)13,46.05,1,0,0,1.0,50,Berma não pavimentada,Com água acumulada na faixa de rodagem,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Despiste,QUARTA-FEIRA ,0,1,12,2011-01-08,9,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
42873,2011555153,Braga,41.557734,-8.783375999999999,EN(d)13,47.25,3,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,3,12,2011-07-13,10,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42876,2011555175,Braga,41.640633,-8.638809,ER308,10.8,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Em entroncamento,Dentro das localidades,"Noite, sem iluminação",Em patamar,Recta,Em plena via,Despiste,QUINTA-FEIRA ,0,1,12,2011-07-09,2,ligeiro,Nao,Sim,Nao,10.9,1,1,12,84
42882,2011542752,Braga,41.436488,-8.495786,A3,33.02,2,0,0,3.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,12,2011-05-30,18,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42891,2011567628,Braga,41.463646000000004,-8.171667999999999,EN206,50.55,1,0,0,1.0,70,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em via de aceleração,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,12,2011-09-22,15,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42906,2012589897,Braga,41.450068,-8.490291000000001,A3,34.63,1,0,0,3.0,120,Sem berma ou impraticável,Húmido,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Com inclinação,Curva,Em plena via,Atropelamento,SEGUNDA-FEIRA,0,1,12,2011-12-02,21,ligeiro,Nao,Nao,Nao,10.9,1,1,12,84
42907,2012589954,Braga,41.736103,-8.417686999999999,EN101,65.7,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Chuva,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,QUINTA-FEIRA ,0,2,12,2011-12-10,12,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
42928,2012591759,Braga,41.563248,-8.785712,EN(d)13,47.9,1,0,0,1.0,90,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,12,2011-12-22,12,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42932,2012618140,Braga,41.564068,-8.786214999999999,EN(d)13,48.0,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Sentido único,Bom tempo,Em cruzamento,Fora das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,12,2012-05-29,19,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42948,2012612573,Braga,41.44985,-8.490364,A3,34.6,1,0,0,3.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,SEXTA-FEIRA  ,0,1,12,2012-04-26,7,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
42952,2012613576,Braga,41.639037,-8.644322,ER308,10.3,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,12,2012-04-15,17,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42954,2012617467,Braga,41.546046000000004,-8.782449,EN(d)13,45.95,0,1,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SÁBADO       ,0,2,12,2012-05-03,17,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42960,2012631549,Braga,41.743939000000005,-8.421279,EN101,64.7,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,12,2012-07-20,19,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42968,2012645006,Braga,41.559086,-8.783497,EN(d)13,47.4,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,12,2012-09-04,16,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42969,2013656237,Braga,41.55593,-8.783227,EN(d)13,47.05,4,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,3,12,2012-10-23,8,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42971,2012636950,Braga,41.565939,-8.787372,EN(d)13,48.23,3,0,0,2.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,12,2012-08-05,0,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
42972,2013656223,Braga,41.640396,-8.635627000000001,ER204,11.75,1,0,0,1.0,50,Sem berma ou impraticável,Húmido,Dois sentidos,Chuva,Em cruzamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,12,2012-10-22,13,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
42990,2013664968,Braga,41.437810999999996,-8.499231,EN14,33.2,1,0,0,2.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,12,2012-11-21,15,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
42995,2007281267,Braga,41.472,-8.178894,ER207,54.7,1,0,0,1.0,90,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Fora das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,12,2007-04-27,18,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43001,2007299389,Braga,41.463633,-8.17328,EN206,50.45,0,1,0,2.0,70,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, com iluminação",Com inclinação,Curva,Na berma,Despiste,QUINTA-FEIRA ,0,1,12,2007-10-23,22,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
43011,2007281948,Braga,41.447990000000004,-8.491794,A3,34.36,1,0,0,2.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Com inclinação,Curva,Em plena via,Despiste,SÁBADO       ,1,1,12,2007-05-01,19,ligeiro,Nao,Sim,Nao,10.9,1,1,12,84
43016,2012628482,Braga,41.450291,-8.491838000000001,EN14,34.64,1,0,0,1.0,50,Berma pavimentada,Húmido,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,QUINTA-FEIRA ,1,2,12,2012-06-10,12,ligeiro,Sim,Nao,Nao,10.9,1,1,12,84
43033,2008308544,Braga,41.448277000000004,-8.491502,A3,34.4,1,0,0,2.0,120,Berma pavimentada,Húmido,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,12,2008-01-06,9,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
43036,2008340148,Braga,41.546046000000004,-8.782449,EN(d)13,45.95,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,12,2008-09-28,15,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43042,2007290930,Braga,41.751382,-8.422814,EN101,63.8,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Em via de desaceleração,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,DOMINGO      ,0,2,12,2007-07-20,11,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43047,2007291140,Braga,41.552459999999996,-8.757635,A28,50.9,1,0,0,2.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,SÁBADO       ,0,7,12,2007-07-03,15,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
43060,2008337337,Braga,41.548744,-8.782663000000001,EN(d)13,46.25,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEXTA-FEIRA  ,0,2,12,2008-08-04,10,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43061,2009371460,Braga,41.756639,-8.422654,EN101,63.2,1,0,0,1.0,90,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Em patamar,Curva,Em plena via,Despiste,SEGUNDA-FEIRA,0,1,12,2009-03-22,6,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
43084,2011505920,Braga,41.447342,-8.492338,A3,34.28,1,0,0,3.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,SÁBADO       ,0,1,12,2010-11-14,14,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
43088,2011542173,Braga,41.568165,-8.788606,EN(d)13,48.5,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Dentro das localidades,"Noite, com iluminação",Em patamar,Curva,Na berma,Despiste,TERÇA-FEIRA  ,0,1,12,2011-05-28,11,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
43094,2013670464,Braga,41.554181,-8.348963000000001,EN(d)309,49.31,2,0,0,2.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,"Noite, com iluminação",Em Lomba,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,12,2012-12-02,5,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
43098,2007299462,Braga,41.564068,-8.786214999999999,EN(d)13,48.0,2,0,0,2.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Na berma,Colisão,SÁBADO       ,0,3,12,2007-10-19,16,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43100,2007294589,Braga,41.559086,-8.783497,EN(d)13,47.4,2,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,3,12,2007-09-12,17,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43107,2012618200,Braga,41.441644000000004,-8.496061,EN14,33.7,1,0,0,1.0,50,Berma pavimentada,Molhado,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,1,12,2012-05-09,16,ligeiro,Sim,Nao,Nao,10.9,1,1,12,84
43111,2011561929,Braga,41.546046000000004,-8.782449,EN(d)13,45.95,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,12,2011-08-27,19,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43117,2011573836,Braga,41.55593,-8.783227,EN(d)13,47.05,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Atropelamento,QUINTA-FEIRA ,0,1,12,2011-10-03,8,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43120,2011527223,Braga,41.447917,-8.491864999999999,A3,34.35,1,0,0,2.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,SÁBADO       ,0,2,12,2011-03-30,9,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
43127,2010470393,Braga,41.564068,-8.786214999999999,EN(d)13,48.0,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Na berma,Despiste,DOMINGO      ,1,1,12,2010-06-03,17,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43136,2009383219,Braga,41.447522,-8.493489,EN14,34.33,2,0,0,2.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,"Noite, com iluminação",Com inclinação,Recta,Em plena via,Colisão,SÁBADO       ,0,2,12,2009-05-22,20,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
43144,2007295437,Braga,41.445842999999996,-8.492941,A3,34.1,2,0,0,2.0,120,Berma pavimentada,Molhado,Sentido único,NÃO DEFINIDO,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Colisão,TERÇA-FEIRA  ,0,5,12,2007-09-17,9,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
43145,2008328488,Braga,41.450679,-8.491741000000001,EN14,34.68,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,12,2008-05-09,11,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43150,2010491543,Braga,41.569922,-8.789083999999999,EN(d)13,48.7,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,2,12,2010-09-30,9,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43154,2007276710,Braga,41.543782,-8.782263,EN(d)13,45.7,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,12,2007-03-12,11,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43155,2010446618,Braga,41.556381,-8.783263,EN(d)13,47.1,1,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Chuva,Em cruzamento,Dentro das localidades,"Noite, com iluminação",Em patamar,Recta,Em plena via,Colisão,SEGUNDA-FEIRA,0,2,12,2010-02-16,0,ligeiro,Nao,Sim,Sim,10.9,1,1,12,84
43157,2011540678,Braga,41.449016,-8.490817999999999,A3,34.5,1,0,0,2.0,120,Berma pavimentada,Húmido,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Com inclinação,Curva,Em plena via,Despiste,QUINTA-FEIRA ,0,1,12,2011-05-02,1,ligeiro,Nao,Nao,Nao,10.9,1,1,12,84
43158,2011549131,Braga,41.558184000000004,-8.783415,EN(d)13,47.3,2,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,12,2011-06-21,19,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43160,2007295433,Braga,41.449909999999996,-8.491974,EN14,34.6,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Com inclinação,Curva,Em plena via,Despiste,QUINTA-FEIRA ,0,1,12,2007-09-24,18,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43162,2010469688,Braga,41.447258000000005,-8.493714,EN14,34.3,2,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,QUINTA-FEIRA ,0,2,12,2010-06-28,15,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43165,2011574276,Braga,41.556290999999995,-8.783256,EN(d)13,47.09,1,0,0,1.0,50,Berma não pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em cruzamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,QUARTA-FEIRA ,0,2,12,2011-10-19,16,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43169,2011506720,Braga,41.548858,-8.757831,A28,50.5,2,0,0,2.0,120,Berma pavimentada,Húmido,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,Em pleno dia,Com inclinação,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,12,2010-11-22,7,ligeiro,Sim,Nao,Nao,10.9,1,1,12,84
43173,2012612754,Braga,41.449016,-8.490817999999999,A3,34.5,1,0,0,2.0,100,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Despiste,SEXTA-FEIRA  ,0,1,12,2012-04-26,7,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
43178,2010477688,Braga,41.561775,-8.784792999999999,EN(d)13,47.72,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Atropelamento,TERÇA-FEIRA  ,0,1,12,2010-07-14,17,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43180,2011573925,Braga,41.74822,-8.420703,EN101,64.2,2,0,0,1.0,50,Sem berma ou impraticável,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,DOMINGO      ,0,3,12,2011-10-11,16,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43189,2008307920,Braga,41.551559000000005,-8.75768,A28,50.8,1,0,0,2.0,120,Berma pavimentada,Seco e limpo,Sentido único,Bom tempo,Fora da intersecção,Fora das localidades,"Noite, sem iluminação",Com inclinação,Recta,Em plena via,Despiste,SÁBADO       ,0,1,12,2008-01-29,23,ligeiro,Nao,Nao,Sim,10.9,1,1,12,84
43192,2011527179,Braga,41.640747,-8.63642,ER308,11.0,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Sol escandeante,Em patamar,Recta,Em plena via,Atropelamento,DOMINGO      ,0,1,12,2011-03-31,19,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43199,2008330095,Braga,41.569044,-8.788843,EN(d)13,48.6,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Fora da intersecção,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,TERÇA-FEIRA  ,0,2,12,2008-06-28,17,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43202,2011540689,Braga,41.439765,-8.496311,EN14,33.5,1,0,0,1.0,50,Berma pavimentada,Seco e limpo,Dois sentidos,Bom tempo,Em entroncamento,Dentro das localidades,Em pleno dia,Em patamar,Recta,Em plena via,Colisão,SÁBADO       ,0,2,12,2011-05-09,18,ligeiro,Sim,Nao,Sim,10.9,1,1,12,84
43204,2007287110,Braga,41.442256,-8.493021,A3,33.7,1,0,0,2.0,120,Berma pavimentada,Molhado,Sentido único,Chuva,Fora da intersecção,Fora das localidades,Em pleno dia,Em patamar,Curva,Em plena via,Despiste,SEGUNDA-FEIRA,0,1,12,2007-06-17,20,ligeiro,Sim,Sim,Nao,10.9,1,1,12,84
